ID ,Data,Valor Recebido 
129948,2/1/23,"280,484.04"
129949,1/1/23,"2,728.98"
129949,3/1/23,"5,482.74"
129949,4/1/23,"228,444.60"
129951,1/1/23,"469,405.25"
129953,1/1/23,"2,439.51"
129953,2/1/23,"2,443.53"
129953,3/1/23,"2,445.21"
129953,4/1/23,"2,454.31"
129953,5/1/23,"2,460.41"
129953,6/1/23,"2,464.04"
129953,7/1/23,"2,458.61"
129953,8/1/23,"2,447.42"
129953,9/1/23,"2,437.19"
129953,10/1/23,"2,431.51"
129953,11/1/23,"2,426.49"
129953,12/1/23,"4,837.28"
129957,1/1/23,"7,894.65"
129957,3/1/23,"8,317.29"
129957,4/1/23,"8,317.62"
129957,5/1/23,"8,295.98"
129957,6/1/23,"8,306.54"
129957,7/1/23,"8,246.63"
129957,8/1/23,"16,202.68"
129957,9/1/23,"8,191.89"
129957,10/1/23,"7,990.54"
129957,11/1/23,"7,954.83"
129958,1/1/23,"1,123.36"
129958,2/1/23,"1,124.92"
129958,3/1/23,"1,125.34"
129958,5/1/23,"2,261.04"
129958,6/1/23,"1,133.14"
129958,7/1/23,"1,156.37"
129958,8/1/23,"1,150.99"
129958,10/1/23,"1,146.23"
129958,11/1/23,"2,288.32"
129959,1/1/23,"346,837.45"
129963,1/1/23,"4,758.26"
129963,3/1/23,"4,767.77"
129963,5/1/23,"9,997.19"
129963,7/1/23,"5,035.38"
129963,8/1/23,"5,605.18"
129963,9/1/23,"3,710.58"
129964,1/1/23,"2,718.56"
129964,2/1/23,"3,832.06"
129964,7/1/23,"21,760.42"
129964,8/1/23,"3,835.77"
129964,9/1/23,"3,905.81"
129964,10/1/23,"3,809.92"
129964,11/1/23,"3,801.61"
129964,12/1/23,"3,792.46"
129965,1/1/23,"2,343.21"
129965,2/1/23,"2,346.07"
129965,3/1/23,"2,346.60"
129965,4/1/23,"2,354.59"
129965,5/1/23,"2,359.27"
129965,6/1/23,"2,361.69"
129965,7/1/23,"2,355.36"
129965,8/1/23,"2,343.65"
129965,9/1/23,"2,332.76"
129965,10/1/23,"2,326.27"
129965,11/1/23,"2,320.49"
129965,12/1/23,"2,314.07"
129967,1/1/23,"3,619.84"
129967,2/1/23,"3,634.54"
129967,3/1/23,"3,645.29"
129967,5/1/23,"3,668.68"
129967,6/1/23,"3,826.78"
129967,7/1/23,"3,828.21"
129967,9/1/23,"3,827.51"
129967,10/1/23,"3,842.27"
129967,11/1/23,"3,857.17"
129968,1/1/23,"19,691.10"
129968,4/1/23,"13,411.18"
129968,6/1/23,"6,732.66"
129968,7/1/23,"6,758.37"
129968,8/1/23,"6,869.41"
129968,9/1/23,"6,706.84"
129968,10/1/23,"13,282.77"
129968,12/1/23,"6,633.76"
129970,1/1/23,"30,444.49"
129970,2/1/23,"30,627.92"
129970,3/1/23,"30,781.87"
129970,4/1/23,"31,037.53"
129970,5/1/23,"31,250.90"
129970,6/1/23,"31,436.11"
129970,7/1/23,"31,505.67"
129970,8/1/23,"31,502.71"
129970,9/1/23,"31,510.82"
129970,10/1/23,"31,579.51"
129970,11/1/23,"31,658.66"
129970,12/1/23,"31,729.41"
129971,8/1/23,"690,572.56"
129972,1/1/23,"3,878.18"
129972,2/1/23,"3,780.32"
129972,3/1/23,"3,641.75"
129972,4/1/23,"3,835.94"
129972,5/1/23,"7,669.21"
129972,9/1/23,"3,904.14"
129972,10/1/23,"16,780.27"
129972,11/1/23,"3,744.71"
129975,1/1/23,"1,088.38"
129975,2/1/23,"1,087.68"
129975,3/1/23,"1,085.93"
129975,4/1/23,"1,087.45"
129975,5/1/23,"1,087.51"
129975,6/1/23,"1,086.49"
129975,7/1/23,"1,081.50"
129975,8/1/23,"1,074.10"
129975,9/1/23,"1,067.08"
129975,10/1/23,"1,062.02"
129975,11/1/23,"1,057.25"
129975,12/1/23,"1,052.20"
129983,1/1/23,"1,832.34"
129983,2/1/23,"1,834.25"
129983,4/1/23,"1,933.70"
129983,5/1/23,"3,866.19"
129983,6/1/23,"135,410.55"
129985,3/1/23,"2,539.50"
129985,4/1/23,"118,655.22"
129986,1/1/23,"18,242.04"
129986,2/1/23,"18,318.27"
129986,3/1/23,"18,240.64"
129986,4/1/23,"17,987.60"
129986,5/1/23,"29,009.89"
129986,7/1/23,"17,306.11"
129986,9/1/23,"18,962.25"
129986,10/1/23,"20,629.69"
129986,11/1/23,"19,218.55"
129986,12/1/23,"18,730.06"
129987,1/1/23,"1,667.06"
129987,3/1/23,"2,048.29"
129987,4/1/23,"1,478.20"
129987,5/1/23,"1,738.33"
129987,6/1/23,"1,743.51"
129987,7/1/23,"1,742.35"
129987,8/1/23,"1,737.13"
129987,9/1/23,"1,732.57"
129987,12/1/23,"1,634.53"
129989,1/1/23,"24,799.23"
129989,2/1/23,"24,884.20"
129989,3/1/23,"24,942.43"
129989,4/1/23,"25,086.10"
129989,5/1/23,"25,191.67"
129989,6/1/23,"25,276.55"
129989,7/1/23,"25,264.64"
129989,8/1/23,"25,194.97"
129989,9/1/23,"25,133.05"
129989,10/1/23,"25,122.74"
129989,11/1/23,"25,117.52"
129990,1/1/23,"2,325.58"
129990,2/1/23,"2,339.61"
129990,3/1/23,"2,351.34"
129990,4/1/23,"2,370.93"
129990,5/1/23,"2,387.21"
129990,6/1/23,"2,401.38"
129990,7/1/23,"2,406.82"
129990,8/1/23,"2,406.72"
129990,9/1/23,"2,407.40"
129990,10/1/23,"2,412.75"
129990,11/1/23,"2,418.92"
129990,12/1/23,"2,424.37"
129991,2/1/23,"1,478.10"
129991,3/1/23,"1,446.91"
129991,4/1/23,"1,414.94"
129991,5/1/23,"1,419.15"
129991,6/1/23,"1,494.03"
129991,7/1/23,"1,471.79"
129991,8/1/23,"1,463.35"
129991,9/1/23,"1,449.75"
129991,10/1/23,"1,438.59"
129991,11/1/23,"1,433.05"
129991,12/1/23,"1,428.22"
129992,1/1/23,"2,490.20"
129992,2/1/23,"2,505.26"
129992,3/1/23,"2,517.80"
129992,4/1/23,"2,538.84"
129992,5/1/23,"2,556.27"
129992,6/1/23,"2,571.47"
129992,7/1/23,"2,577.35"
129992,8/1/23,"2,577.29"
129992,9/1/23,"2,578.07"
129992,10/1/23,"2,583.83"
129992,11/1/23,"2,590.50"
129992,12/1/23,"2,650.90"
129993,1/1/23,"3,106.62"
129993,2/1/23,"3,119.11"
129993,3/1/23,"3,128.19"
129993,4/1/23,"3,148.07"
129993,5/1/23,"3,163.14"
129993,6/1/23,"3,175.74"
129993,7/1/23,"3,176.30"
129993,8/1/23,"3,169.66"
129993,9/1/23,"3,163.94"
129993,10/1/23,"3,164.76"
129993,11/1/23,"3,166.16"
129993,12/1/23,"3,166.94"
129999,1/1/23,"1,302.75"
129999,2/1/23,"1,310.38"
129999,3/1/23,"1,316.84"
129999,4/1/23,"1,327.29"
129999,5/1/23,"1,336.23"
129999,6/1/23,"1,343.94"
129999,7/1/23,"1,346.88"
129999,8/1/23,"1,346.75"
129999,9/1/23,"1,347.13"
129999,10/1/23,"1,349.99"
129999,11/1/23,"1,353.23"
129999,12/1/23,"1,356.21"
130000,1/1/23,"4,175.86"
130000,3/1/23,"2,987.12"
130000,4/1/23,"4,222.02"
130000,5/1/23,"5,489.67"
130000,7/1/23,"13,260.46"
130000,8/1/23,"4,384.63"
130000,9/1/23,"4,387.97"
130000,10/1/23,"4,400.44"
130000,11/1/23,"8,791.26"
130000,12/1/23,"4,377.55"
130001,1/1/23,"4,725.30"
130001,2/1/23,"4,738.34"
130001,3/1/23,"4,746.61"
130001,4/1/23,"4,770.41"
130001,5/1/23,"4,787.42"
130001,6/1/23,"4,799.95"
130001,7/1/23,"4,794.73"
130001,8/1/23,"4,778.43"
130001,9/1/23,"4,763.76"
130001,10/1/23,"4,758.24"
130001,11/1/23,"4,754.26"
130001,12/1/23,"4,748.87"
130002,3/1/23,"41,749.10"
130002,4/1/23,"13,635.49"
130002,6/1/23,"27,343.83"
130002,7/1/23,"187,243.49"
130002,9/1/23,"10,476.05"
130002,10/1/23,"20,646.61"
130002,11/1/23,"10,257.68"
130003,2/1/23,"31,294.76"
130003,3/1/23,"31,415.14"
130003,4/1/23,"31,501.99"
130003,5/1/23,"31,696.96"
130003,6/1/23,"31,843.90"
130003,7/1/23,"33,062.03"
130003,8/1/23,"32,933.67"
130003,9/1/23,"32,900.08"
130003,10/1/23,"64,480.59"
130003,11/1/23,"31,835.06"
130004,1/1/23,"32,708.47"
130004,2/1/23,"32,701.93"
130004,3/1/23,"32,662.63"
130004,4/1/23,"32,726.47"
130004,5/1/23,"32,743.80"
130004,6/1/23,"32,729.52"
130004,7/1/23,"32,590.02"
130004,8/1/23,"32,375.67"
130004,9/1/23,"32,173.03"
130004,10/1/23,"32,032.71"
130004,11/1/23,"31,900.00"
130004,12/1/23,"31,760.07"
130006,2/1/23,820.94
130006,3/1/23,822.35
130006,4/1/23,826.16
130006,5/1/23,829.03
130006,6/1/23,831.11
130006,7/1/23,"1,657.90"
130006,9/1/23,825.23
130006,10/1/23,824.33
130006,11/1/23,823.65
130006,12/1/23,822.81
130009,1/1/23,"3,420.70"
130009,3/1/23,"3,402.22"
130009,4/1/23,"1,725.46"
130009,5/1/23,"5,171.66"
130009,6/1/23,"1,675.62"
130009,7/1/23,"1,679.50"
130009,8/1/23,"1,679.45"
130009,10/1/23,"1,734.25"
130009,11/1/23,"1,735.23"
130009,12/1/23,"1,740.26"
130010,10/1/23,"144,090.49"
130011,1/1/23,"1,600.32"
130011,2/1/23,"3,882.66"
130011,4/1/23,"110,640.76"
130012,5/1/23,"88,692.20"
130012,7/1/23,"10,411.31"
130012,8/1/23,"10,772.69"
130012,10/1/23,"10,870.29"
130012,11/1/23,"10,928.19"
130012,12/1/23,"22,200.56"
130016,1/1/23,"2,824.06"
130016,3/1/23,"1,856.10"
130016,4/1/23,"1,950.85"
130016,5/1/23,"1,865.90"
130016,6/1/23,"1,872.86"
130016,7/1/23,"1,878.37"
130016,8/1/23,"1,927.53"
130016,9/1/23,"1,921.35"
130016,10/1/23,"1,912.85"
130016,11/1/23,"1,915.06"
130016,12/1/23,"3,777.88"
130017,1/1/23,991.51
130017,2/1/23,997.38
130017,3/1/23,"1,002.32"
130017,4/1/23,"90,903.58"
130018,2/1/23,"3,518.07"
130018,3/1/23,"3,698.84"
130018,4/1/23,"7,208.13"
130018,5/1/23,"3,557.83"
130018,7/1/23,"3,568.40"
130018,8/1/23,"3,672.95"
130018,10/1/23,"7,387.24"
130018,12/1/23,"3,686.80"
130021,3/1/23,"5,420.36"
130021,4/1/23,"2,678.96"
130021,5/1/23,"2,687.82"
130021,6/1/23,"2,694.24"
130021,7/1/23,"2,691.07"
130021,8/1/23,"2,681.96"
130021,9/1/23,"2,673.73"
130021,10/1/23,"2,670.42"
130021,11/1/23,"2,667.91"
130021,12/1/23,"2,664.69"
130022,1/1/23,"2,500.77"
130022,2/1/23,"1,649.08"
130022,3/1/23,"1,656.50"
130022,4/1/23,"1,661.95"
130022,5/1/23,"1,665.76"
130022,6/1/23,865.54
130022,8/1/23,"1,742.07"
130022,9/1/23,880.34
130022,11/1/23,"2,610.43"
130023,5/1/23,"635,579.10"
130025,1/1/23,"6,002.47"
130025,2/1/23,"6,008.92"
130025,3/1/23,"6,009.18"
130025,4/1/23,"6,028.97"
130025,5/1/23,"6,039.93"
130025,6/1/23,"6,045.51"
130025,7/1/23,"6,028.03"
130025,8/1/23,"5,996.81"
130025,10/1/23,"11,917.74"
130025,11/1/23,"5,934.07"
130026,1/1/23,"2,151.78"
130026,2/1/23,"2,164.24"
130026,3/1/23,"2,174.66"
130026,5/1/23,"4,398.44"
130026,6/1/23,"2,219.09"
130026,7/1/23,"2,223.67"
130026,8/1/23,"2,223.38"
130026,9/1/23,"2,223.83"
130026,10/1/23,"2,228.51"
130026,11/1/23,"2,233.75"
130026,12/1/23,"2,238.55"
130027,2/1/23,"8,787.44"
130027,3/1/23,"8,822.40"
130027,5/1/23,"9,280.57"
130027,6/1/23,"9,536.04"
130027,8/1/23,"9,576.77"
130027,9/1/23,"9,383.19"
130027,10/1/23,"40,884.61"
130027,12/1/23,"9,141.89"
130030,1/1/23,"2,735.37"
130030,2/1/23,"2,751.71"
130030,3/1/23,"2,765.52"
130030,4/1/23,"2,787.86"
130030,5/1/23,"2,807.01"
130030,6/1/23,"2,823.54"
130030,7/1/23,"2,829.87"
130030,8/1/23,"2,829.62"
130030,9/1/23,"2,830.47"
130030,10/1/23,"2,836.59"
130030,11/1/23,"2,843.55"
130030,12/1/23,"2,849.96"
130032,1/1/23,"3,508.59"
130032,2/1/23,"3,515.75"
130032,3/1/23,"3,530.16"
130032,4/1/23,"3,540.94"
130032,5/1/23,"3,563.66"
130032,6/1/23,"3,581.22"
130032,7/1/23,"3,595.49"
130032,8/1/23,"3,703.28"
130032,9/1/23,"3,695.88"
130032,10/1/23,"3,715.68"
130032,11/1/23,"3,692.70"
130032,12/1/23,"3,698.70"
130033,2/1/23,"30,506.32"
130033,3/1/23,"30,635.73"
130033,4/1/23,"29,694.60"
130033,5/1/23,"29,937.97"
130033,6/1/23,"60,476.13"
130033,8/1/23,"61,690.98"
130033,9/1/23,"2,234,352.50"
130033,10/1/23,"30,478.47"
130033,11/1/23,"9,597.95"
130033,12/1/23,"9,619.08"
130034,3/1/23,"5,823.46"
130034,4/1/23,"6,542.06"
130034,5/1/23,"6,566.45"
130034,6/1/23,"6,584.68"
130034,7/1/23,"6,732.03"
130034,9/1/23,"13,424.94"
130034,11/1/23,"13,398.16"
130035,1/1/23,"11,239.70"
130035,2/1/23,"564,816.77"
130037,2/1/23,"4,474.38"
130037,3/1/23,"17,513.44"
130037,4/1/23,"4,248.56"
130037,6/1/23,"4,262.11"
130037,8/1/23,"4,476.68"
130037,9/1/23,"8,788.34"
130037,10/1/23,"4,343.04"
130037,12/1/23,"12,959.54"
130038,1/1/23,"6,959.76"
130038,2/1/23,"6,988.05"
130038,3/1/23,"7,009.12"
130038,4/1/23,"7,053.87"
130038,5/1/23,"7,088.39"
130038,6/1/23,"7,116.38"
130038,7/1/23,"7,118.10"
130038,8/1/23,"7,103.31"
130038,9/1/23,"7,090.91"
130038,10/1/23,"7,092.27"
130038,11/1/23,"7,095.97"
130038,12/1/23,"7,097.55"
130039,1/1/23,"4,879.67"
130039,3/1/23,"2,475.87"
130039,4/1/23,"2,487.23"
130039,5/1/23,"2,491.72"
130039,6/1/23,"2,499.85"
130039,7/1/23,"4,816.85"
130039,8/1/23,"2,474.17"
130039,10/1/23,"4,960.61"
130039,11/1/23,"2,473.81"
130039,12/1/23,"2,466.28"
130040,1/1/23,"3,216.59"
130040,2/1/23,"205,601.69"
130041,1/1/23,"2,198.95"
130041,2/1/23,"2,212.26"
130041,3/1/23,"2,223.37"
130041,4/1/23,"2,241.43"
130041,5/1/23,"2,257.05"
130041,6/1/23,"2,270.54"
130041,7/1/23,"2,325.29"
130041,8/1/23,"2,326.76"
130041,9/1/23,"2,322.17"
130041,10/1/23,"2,328.24"
130041,11/1/23,"2,339.44"
130041,12/1/23,"2,345.64"
130042,9/1/23,"729,841.37"
130043,2/1/23,"1,277.37"
130043,3/1/23,"2,576.46"
130043,4/1/23,"1,302.14"
130043,6/1/23,"2,629.78"
130043,7/1/23,"1,353.90"
130043,9/1/23,"1,356.95"
130043,10/1/23,"4,047.02"
130058,2/1/23,757.76
130058,4/1/23,757.45
130058,5/1/23,758.85
130058,6/1/23,759.52
130058,7/1/23,757.50
130058,8/1/23,753.84
130058,9/1/23,750.45
130058,10/1/23,748.41
130058,11/1/23,746.59
130058,12/1/23,744.58
130059,2/1/23,"2,456.49"
130059,3/1/23,"2,462.88"
130059,4/1/23,"2,477.37"
130059,5/1/23,"2,488.38"
130059,7/1/23,"2,497.09"
130059,8/1/23,"2,569.00"
130059,9/1/23,"2,573.67"
130059,10/1/23,"2,560.65"
130059,11/1/23,"5,099.68"
130059,12/1/23,"2,541.61"
130060,1/1/23,"3,100.38"
130060,3/1/23,"3,159.97"
130060,5/1/23,"9,333.05"
130060,6/1/23,"9,915.29"
130060,7/1/23,"3,002.27"
130060,9/1/23,"3,080.76"
130060,10/1/23,"3,069.97"
130060,11/1/23,"6,125.81"
130062,1/1/23,"5,897.57"
130062,2/1/23,"2,956.02"
130062,3/1/23,"2,959.68"
130062,5/1/23,"5,955.20"
130062,7/1/23,"5,972.63"
130062,8/1/23,"2,972.55"
130062,9/1/23,"2,962.05"
130062,11/1/23,"3,018.61"
130062,12/1/23,"3,013.56"
130063,1/1/23,"3,005.62"
130063,2/1/23,"3,023.86"
130063,3/1/23,"3,039.11"
130063,4/1/23,"3,063.86"
130063,5/1/23,"3,085.29"
130063,6/1/23,"3,103.80"
130063,7/1/23,"3,414.31"
130063,8/1/23,"3,183.74"
130063,10/1/23,"6,428.91"
130063,11/1/23,"3,759.07"
130063,12/1/23,"3,134.33"
130065,1/1/23,"6,584.33"
130065,2/1/23,"6,624.13"
130065,3/1/23,"6,656.77"
130065,4/1/23,"6,712.75"
130065,5/1/23,"6,758.42"
130065,6/1/23,"6,799.32"
130065,7/1/23,"630,342.27"
130066,1/1/23,"27,004.67"
130066,2/1/23,"28,122.37"
130066,3/1/23,"64,621.84"
130066,5/1/23,"34,172.54"
130066,6/1/23,"34,851.98"
130066,7/1/23,"34,139.23"
130066,8/1/23,"33,529.13"
130066,9/1/23,"34,323.18"
130066,10/1/23,"33,771.72"
130066,11/1/23,"33,682.23"
130066,12/1/23,"33,481.56"
130067,3/1/23,"1,603.63"
130067,8/1/23,"13,184.43"
130067,10/1/23,"3,212.50"
130067,11/1/23,"1,601.41"
130068,1/1/23,"16,168.58"
130068,2/1/23,"16,218.50"
130068,3/1/23,"16,251.08"
130068,4/1/23,"16,338.93"
130068,5/1/23,"16,401.84"
130068,6/1/23,"16,451.60"
130068,7/1/23,"16,438.26"
130068,8/1/23,"16,731.51"
130068,9/1/23,"16,335.03"
130068,10/1/23,"16,329.20"
130068,11/1/23,"16,320.10"
130069,1/1/23,"1,297.90"
130069,2/1/23,"1,300.95"
130069,3/1/23,"1,302.77"
130069,4/1/23,"1,308.50"
130069,5/1/23,"80,441.77"
130070,1/1/23,"1,125.16"
130070,2/1/23,"1,125.48"
130070,3/1/23,"1,124.70"
130070,4/1/23,"1,127.38"
130070,5/1/23,"1,128.52"
130070,6/1/23,"1,128.57"
130070,7/1/23,"1,124.49"
130070,8/1/23,"1,117.88"
130070,9/1/23,"1,111.68"
130070,10/1/23,"1,107.52"
130070,11/1/23,"1,103.68"
130070,12/1/23,"1,099.55"
130071,1/1/23,"1,866.32"
130071,2/1/23,"1,871.85"
130071,3/1/23,"1,875.52"
130071,4/1/23,"1,885.30"
130071,5/1/23,"1,892.40"
130071,6/1/23,"1,897.75"
130071,8/1/23,"1,965.17"
130071,10/1/23,"2,898.33"
130073,1/1/23,"17,951.54"
130073,2/1/23,"18,009.74"
130073,3/1/23,"18,050.56"
130073,4/1/23,"18,146.76"
130073,5/1/23,"18,221.56"
130073,6/1/23,"18,278.58"
130073,7/1/23,"18,269.11"
130073,8/1/23,"18,216.52"
130073,9/1/23,"518,170.95"
130073,10/1/23,"11,808.23"
130073,11/1/23,"12,048.01"
130073,12/1/23,"11,797.51"
130074,1/1/23,"191,919.09"
130075,1/1/23,"1,538.99"
130075,2/1/23,"1,538.64"
130075,3/1/23,"1,536.79"
130075,4/1/23,"1,539.66"
130075,5/1/23,"1,540.42"
130075,6/1/23,"1,539.66"
130075,7/1/23,"1,533.19"
130075,8/1/23,"1,523.23"
130075,9/1/23,"1,513.84"
130075,10/1/23,"1,507.26"
130075,11/1/23,"1,501.10"
130075,12/1/23,"1,494.55"
130076,2/1/23,826.69
130076,3/1/23,860.48
130076,5/1/23,"2,599.27"
130076,6/1/23,852.10
130076,8/1/23,"1,753.30"
130076,9/1/23,872.84
130076,10/1/23,874.42
130076,12/1/23,882.59
130077,1/1/23,"5,028.57"
130077,2/1/23,"5,044.41"
130077,3/1/23,"5,054.85"
130077,4/1/23,"5,082.44"
130077,5/1/23,"5,102.31"
130077,6/1/23,"5,118.10"
130077,7/1/23,"5,114.33"
130077,8/1/23,"5,098.95"
130077,9/1/23,"5,085.06"
130077,10/1/23,"5,081.65"
130077,11/1/23,"5,079.21"
130077,12/1/23,"5,075.73"
130078,1/1/23,"10,262.05"
130078,4/1/23,"10,435.89"
130078,6/1/23,"56,900.68"
130078,7/1/23,"18,884.67"
130078,8/1/23,"8,806.06"
130078,9/1/23,"8,778.59"
130078,10/1/23,"8,769.19"
130078,11/1/23,"8,761.48"
130079,1/1/23,"3,777.03"
130079,2/1/23,"3,799.57"
130079,3/1/23,"3,818.61"
130079,4/1/23,"3,849.37"
130079,5/1/23,"3,875.81"
130079,6/1/23,"3,898.65"
130079,7/1/23,"3,907.59"
130079,8/1/23,"3,907.39"
130079,9/1/23,"3,998.57"
130079,10/1/23,"3,917.27"
130079,11/1/23,"3,926.95"
130079,12/1/23,"3,935.91"
130081,1/1/23,"4,846.60"
130081,4/1/23,"10,242.92"
130081,5/1/23,"9,912.11"
130081,6/1/23,"5,001.71"
130081,7/1/23,"5,121.32"
130081,8/1/23,"5,126.00"
130081,10/1/23,"5,139.07"
130081,11/1/23,"5,145.13"
130081,12/1/23,"10,316.30"
130082,1/1/23,"5,071.92"
130082,3/1/23,"5,072.68"
130082,4/1/23,"5,068.34"
130082,5/1/23,"5,079.98"
130082,6/1/23,"5,084.40"
130082,7/1/23,"10,148.65"
130082,9/1/23,"20,010.28"
130082,12/1/23,"4,946.73"
130084,1/1/23,"10,519.04"
130084,2/1/23,"20,501.45"
130084,6/1/23,"80,178.70"
130084,7/1/23,"21,271.13"
130084,9/1/23,"19,715.85"
130084,11/1/23,"15,820.31"
130084,12/1/23,"24,451.57"
130085,1/1/23,"2,409.41"
